Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Loss	ClipFrac	Entropy	KL	Acc	MaxAcc	MinAcc	MaxTrialAcc	TestFinetuneAcc	TestFinetuneLoss	TestFinetuneParam	NumAlphaAdj	NumEstimations	NumEdgeTrav	NumIllegalEdgeTrav	NumAlphaAdjBeforeTrav	UniqueEdges	Time
35	0.026960785	0.09626707	0.44705883	0.0	200.0	-0.016287254	0.091947116	1.7586368	0.032179687	0.225	0.25	0.2	0.225	0.15	2.5083952	151.0	199.66667	0.083333336	0.33333334	0.0	7.347222	0.16666667	90.75117325782776
36	0.10055556	0.18887499	0.53333336	0.0	200.0	-0.018823855	0.1176883	1.8173519	0.034375794	0.14166667	0.25	0.0	0.2	0.2	2.6777196	155.0	199.66667	0.25	0.33333334	0.0	23.416666	0.33333334	91.43905520439148
37	0.090555556	0.1770997	0.5777778	0.0	200.0	-0.033810142	0.11623598	1.6910073	0.033099126	0.22500001	0.35	0.1	0.25	0.15	2.5494752	142.0	199.45833	0.25	0.5416667	0.0	32.270832	0.45833334	90.18845582008362
38	0.31531468	0.36339134	1.15	0.0	200.0	-0.034189887	0.099909864	1.7556297	0.012716587	0.24705884	0.55	0.05	0.30833337	0.35	2.4902687	158.0	197.66667	0.7083333	2.3333333	0.0	57.198513	1.5416666	98.37865281105042
39	1.2648712	1.042268	3.5148718	0.0	193.54167	-0.02292017	0.10501803	1.7441639	0.034140352	0.25849056	0.6	0.05	0.32777774	0.25	2.5332007	128.0	184.875	2.2083333	8.666667	0.0	28.761438	4.2916665	121.04275178909302
40	1.2401136	1.1945015	3.8327487	0.0	195.375	-0.014193073	0.096354164	1.6981524	0.043242406	0.25000003	0.55	0.05	0.26666668	0.25	2.4516606	168.0	182.83333	2.0833333	12.541667	0.0	29.06547	4.3333335	118.30192041397095
41	3.0459182	1.1035205	4.2991595	0.2	152.45833	0.0025644256	0.18483503	1.7339128	0.026159346	0.29752475	0.6	0.05	0.27857143	0.25	2.5504289	95.0	116.291664	4.2083335	36.166668	0.0	6.0199947	7.3333335	144.68511843681335
42	2.1482487	1.1737119	4.029412	0.0	187.75	-0.0092968615	0.1263772	1.7748581	0.029748688	0.32857144	0.6	0.05	0.44285712	0.4	2.432012	87.0	168.95833	3.2083333	18.791666	0.0	14.6710615	5.9166665	130.76972270011902
43	1.7793506	1.1524571	4.189048	0.0	195.08333	-0.00910379	0.1234976	1.8337685	0.037051138	0.27014926	0.6	0.05	0.32222223	0.35	2.5053964	102.0	177.625	2.7916667	17.458334	0.0	13.2012825	5.6666665	128.41545224189758
44	2.6290715	1.1140907	4.149394	0.86153847	163.75	-0.007839642	0.16816907	1.8388019	0.03860607	0.2521739	0.5	0.0	0.3375	0.15	2.563747	92.0	125.958336	3.8333333	37.791668	0.0	4.174666	6.8333335	144.21299719810486
45	2.0793855	1.0585475	4.038889	0.0	191.875	-0.009321679	0.13913333	1.8668305	0.054832462	0.28636363	0.65000004	0.05	0.41428572	0.2	2.6312585	160.0	156.83333	3.2083333	35.041668	0.0	6.035257	6.375	144.04261827468872
46	1.6870102	0.9287909	3.9904273	0.0	191.91667	-0.01791264	0.14556862	1.8404804	0.057193726	0.33	0.6	0.05	0.36428574	0.35	2.6037102	122.0	169.08333	2.9166667	22.833334	0.0	10.036739	5.8333335	130.74644470214844
47	1.8602844	0.83059895	4.0571427	0.8888889	198.04167	-0.01655448	0.13067336	1.7611207	0.0391046	0.29246575	0.55	0.05	0.38000003	0.15	2.5103238	119.0	182.45833	3.0416667	15.583333	0.0	11.803828	5.1666665	130.48023962974548
48	2.4563806	1.1710644	4.213986	0.5	173.41667	-0.009118317	0.15844637	1.6413231	0.03375793	0.3051724	0.65000004	0.05	0.4416667	0.3	2.4760466	70.0	151.66667	3.625	21.75	0.0	7.9807625	5.9583335	133.02308106422424
49	2.5637891	1.1748879	4.18355	0.0	166.75	-0.008460823	0.18013106	1.7250042	0.03661375	0.27087912	0.6	0.0	0.38000003	0.2	2.5799136	70.0	126.083336	3.7916667	40.666668	0.0	4.5320563	6.75	136.51331329345703
