Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Acc	MaxAcc	MinAcc	MaxTrialAcc	MaxMaxTrialAcc	MinMaxTrialAcc	TestFinetuneAcc	TestFinetuneLoss	TestFinetuneParam	NumAlphaAdj	NumEstimations	NumEdgeTrav	NumIllegalEdgeTrav	NumAlphaAdjBeforeTrav	UniqueEdges	Time
127	3.1566322	1.2451833	4.366667	0.44705883	138.0	0.43636364	0.75	0.05	0.5875	0.75	0.4	0.15	2.407603	201.0	128.875	4.125	9.125	0.0	9.748201	5.0833335	136.19527649879456
128	3.5692093	1.1673363	4.6666665	0.0	129.75	0.4635514	0.8	0.1	0.58571434	0.8	0.2	0.45000002	1.9340496	223.0	119.416664	4.4583335	10.333333	0.0	9.425538	5.4583335	140.40954518318176
129	3.3128126	1.1870146	4.3685713	0.2	129.79167	0.35095236	0.75	0.05	0.42500004	0.75	0.1	0.4	2.297459	226.0	121.625	4.375	8.166667	0.0	13.981491	5.1666665	139.8038890361786
130	3.335005	1.275416	4.5161905	0.2	119.416664	0.44460785	0.75	0.05	0.61499995	0.75	0.45000002	0.35	2.0940053	245.0	109.958336	4.25	9.458333	0.0	7.5405006	5.375	139.2195746898651
131	3.5243587	1.1171304	4.609231	1.0285714	129.08333	0.45467287	0.8	0.15	0.46428576	0.8	0.15	0.4	1.9887949	245.0	118.625	4.4583335	10.458333	0.0	12.783214	5.5833335	147.84886765480042
132	3.3084214	1.1196511	4.6878433	0.2	154.25	0.34708738	0.8	0.05	0.52500004	0.8	0.15	0.35	2.0851007	192.0	144.45833	4.2916665	9.791667	0.0	12.81486	5.2083335	143.19897985458374
133	3.5650094	1.1699053	4.604884	0.5	109.125	0.46355143	0.8	0.15	0.5857143	0.8	0.25	0.35	2.0988135	180.0	100.375	4.4583335	8.75	0.0	8.823146	5.75	142.75022745132446
134	2.8074276	1.3732808	4.442491	0.0	142.70833	0.40494505	0.7	0.15	0.48571435	0.7	0.25	0.35	2.1686466	212.0	133.625	3.7916667	9.083333	0.0	9.359187	5.1666665	133.84850883483887
135	3.7562635	0.7415364	4.63342	1.75	122.666664	0.4346491	0.8	0.05	0.57500005	0.8	0.25	0.45000002	1.8391796	211.0	111.416664	4.75	11.25	0.0	10.00614	6.25	147.74803256988525
136	3.3727233	1.1036886	4.618188	0.2	129.375	0.4144231	0.8	0.1	0.49	0.8	0.1	0.45000002	1.9533262	223.0	119.541664	4.3333335	9.833333	0.0	9.411017	5.4166665	143.6204924583435
137	3.1333525	1.32231	4.393504	0.53333336	126.458336	0.4358586	0.75	0.1	0.54444444	0.75	0.3	0.2	2.3373318	213.0	117.083336	4.125	9.375	0.0	14.848778	5.5	140.19971823692322
138	3.4577463	0.88931894	4.6087303	1.21	124.25	0.45613205	0.8	0.05	0.53125	0.8	0.35	0.3	2.064217	247.0	115.833336	4.4166665	8.416667	0.0	10.205672	5.1666665	151.77029991149902
139	3.4219446	1.2396045	4.3538594	0.4888889	119.875	0.42783025	0.75	0.1	0.55	0.75	0.2	0.2	2.2131715	223.0	111.166664	4.4166665	8.708333	0.0	12.126376	5.375	144.02117562294006
140	3.3757458	1.2073499	4.7112823	0.6	119.833336	0.4080952	0.75	0.1	0.55	0.75	0.3	0.2	3.0929258	220.0	109.541664	4.375	10.291667	0.0	9.041261	5.7916665	136.0434534549713
141	3.5166693	1.1478671	4.8031373	0.54545456	126.458336	0.46650943	0.85	0.15	0.7	0.85	0.45000002	0.3	1.967418	184.0	116.958336	4.4166665	9.5	0.0	9.335533	5.125	147.9809215068817
142	3.6746683	1.0182707	5.0	0.0	111.791664	0.4627273	0.85	0.1	0.5500001	0.85	0.2	0.2	2.4975371	227.0	101.791664	4.5833335	10.0	0.0	8.364514	5.6666665	146.9942009449005
143	3.1843102	1.2708987	4.35	0.2	132.04167	0.4395	0.85	0.1	0.48333332	0.85	0.25	0.4	1.9663229	222.0	123.041664	4.1666665	9.0	0.0	14.794652	5.0	143.6890721321106
144	3.138198	1.4179176	4.705983	0.0	139.04167	0.44999996	0.85	0.1	0.59000003	0.85	0.2	0.1	2.7962604	245.0	130.20833	3.9583333	8.833333	0.0	8.996835	5.0	137.33316659927368
145	2.6868641	1.4768792	4.623081	0.2	152.29167	0.4586206	0.85	0.05	0.4944445	0.85	0.1	0.45000002	1.9115341	230.0	144.625	3.625	7.6666665	0.0	9.0035715	4.625	134.18221068382263
146	3.450341	0.8007601	4.3801785	1.324812	143.66667	0.46064818	0.75	0.1	0.51428574	0.75	0.3	0.4	1.7926414	228.0	133.04167	4.5	10.625	0.0	11.152736	5.75	143.17155623435974
147	3.6622326	1.0361018	4.362727	0.6	108.0	0.4058036	0.7	0.15	0.48333332	0.7	0.25	0.3	2.5851836	301.0	99.125	4.6666665	8.875	0.0	11.858041	5.4583335	140.375568151474
148	3.3086445	1.1694119	4.42906	0.6	120.875	0.44375002	0.8	0.1	0.67	0.8	0.55	0.25	1.9106328	221.0	112.0	4.3333335	8.875	0.0	9.692897	5.2916665	140.23168992996216
149	3.1137743	1.3305819	4.478788	0.2	134.91667	0.4345361	0.75	0.15	0.51250005	0.75	0.15	0.3	2.1373756	214.0	125.833336	4.0416665	9.083333	0.0	10.789249	5.0833335	133.44206929206848
150	3.1682475	1.2558862	4.3625135	0.0	110.791664	0.37794113	0.8	0.1	0.54	0.8	0.35	0.45000002	1.79866	233.0	102.916664	4.25	7.875	0.0	9.792946	4.8333335	134.86507964134216
151	3.3412077	1.1345917	4.2242427	0.0	143.125	0.4104762	0.7	0.1	0.41363633	0.7	0.1	0.35	2.07081	217.0	132.79167	4.375	10.333333	0.0	11.0575485	5.4583335	141.31856560707092
152	3.4708474	1.125067	4.460513	0.44705883	122.333336	0.4537383	0.85	0.1	0.54375	0.85	0.25	0.3	1.701103	217.0	112.541664	4.4583335	9.791667	0.0	8.570736	5.3333335	141.42373132705688
153	3.5067317	0.97084105	4.3789473	1.2	129.33333	0.40138894	0.7	0.05	0.5222222	0.7	0.25	0.4	1.9911287	239.0	119.958336	4.5	9.375	0.0	9.4946375	5.2916665	139.24456644058228
154	3.3167512	0.97361565	4.5087786	0.85714287	133.33333	0.43523806	0.7	0.1	0.54375005	0.7	0.25	0.3	2.0085642	259.0	123.291664	4.375	10.041667	0.0	9.571303	5.4583335	134.94626379013062
155	3.6851776	0.91920376	4.5128207	1.0666666	106.0	0.45044643	0.8	0.1	0.52000004	0.8	0.1	0.2	2.2112253	198.0	96.25	4.6666665	9.75	0.0	7.64545	5.8333335	142.81721997261047
156	3.4437313	1.2346292	4.422065	0.2	128.83333	0.44047618	0.85	0.15	0.5888889	0.85	0.2	0.45000002	1.7566059	192.0	118.666664	4.375	10.166667	0.0	8.53262	5.9166665	139.93000650405884
157	3.3123505	1.2097024	4.381211	0.0	105.875	0.4067961	0.75	0.0	0.52	0.75	0.25	0.35	1.9404844	245.0	97.416664	4.2916665	8.458333	0.0	10.683652	5.25	138.81028032302856
158	3.3913221	1.1962262	4.386667	0.2	132.45833	0.45096156	0.8	0.1	0.535	0.8	0.2	0.3	2.4604907	250.0	122.583336	4.3333335	9.875	0.0	10.90017	5.7916665	140.06632375717163
159	2.9943154	1.4163904	4.368244	0.0	140.41667	0.38157898	0.7	0.1	0.49499997	0.7	0.1	0.3	2.0836375	275.0	131.58333	3.9583333	8.833333	0.0	9.377063	5.0416665	132.3629834651947
160	3.3492968	1.198541	4.5981817	0.2	118.958336	0.46346155	0.8	0.05	0.5166667	0.8	0.2	0.3	1.8628626	186.0	111.0	4.3333335	7.9583335	0.0	9.931775	5.375	136.93619418144226
161	3.2538357	1.2993761	4.4974604	0.2	142.625	0.45649993	0.85	0.15	0.55	0.85	0.2	0.5	1.8112749	222.0	133.83333	4.1666665	8.791667	0.0	17.73897	5.1666665	134.3238480091095
162	3.6408148	1.1503993	4.665452	0.45714283	131.125	0.5518868	0.85	0.15	0.6666667	0.85	0.35	0.25	2.1364255	283.0	120.375	4.4166665	10.75	0.0	9.631437	5.5833335	140.91761994361877
163	3.2828076	1.2212611	4.495043	0.0	135.45833	0.48118815	0.85	0.1	0.57500005	0.85	0.3	0.45000002	2.1076736	240.0	127.5	4.2083335	7.9583335	0.0	12.987788	5.0833335	142.34068536758423
164	3.6961906	1.0735697	4.682353	0.90000004	125.041664	0.49678898	0.8	0.1	0.50625	0.8	0.2	0.3	1.9606737	155.0	114.75	4.5416665	10.291667	0.0	9.537793	5.9166665	148.57998657226562
165	3.6891794	0.7319191	4.5191145	1.8646154	118.666664	0.45848212	0.8	0.05	0.605	0.8	0.4	0.4	2.3191674	263.0	109.5	4.6666665	9.166667	0.0	10.158394	5.5833335	145.4456717967987
166	3.555046	1.1562257	4.6517963	0.9714286	113.25	0.4616823	0.7	0.05	0.5571429	0.7	0.3	0.4	2.014526	241.0	103.416664	4.4583335	9.833333	0.0	8.85657	5.375	138.39566564559937
167	3.4714432	1.0839349	4.590476	0.0	131.95833	0.46168223	0.75	0.1	0.57500005	0.75	0.4	0.15	2.6517394	232.0	121.25	4.4583335	10.708333	0.0	8.960205	5.6666665	137.78411316871643
168	3.2298734	1.1088016	4.5757575	0.5846154	150.66667	0.43284312	0.8	0.15	0.6	0.8	0.35	0.4	2.2639225	259.0	141.08333	4.25	9.583333	0.0	11.973457	5.2083335	139.62952136993408
169	3.3172863	1.2191417	4.355847	0.2	137.29167	0.41650483	0.75	0.05	0.50555557	0.75	0.1	0.55	1.612273	272.0	126.875	4.2916665	10.416667	0.0	11.805774	5.625	141.12620162963867
170	3.1708663	1.5327854	5.060433	0.0	142.25	0.48138297	0.85	0.1	0.6	0.85	0.3	0.4	1.933362	240.0	133.66667	3.9166667	8.583333	0.0	9.668326	4.625	131.40771746635437
171	3.1204853	1.2676194	4.3746033	0.6	125.583336	0.42727277	0.8	0.1	0.54	0.8	0.15	0.25	2.409059	219.0	116.083336	4.125	9.5	0.0	9.97614	5.2083335	134.37090706825256
172	3.7300484	0.98305184	4.8962564	0.6857143	126.708336	0.5022727	0.85	0.15	0.665	0.85	0.4	0.25	2.7737496	223.0	117.125	4.5833335	9.583333	0.0	11.34964	5.4583335	138.31160497665405
173	3.3443775	1.2652215	4.5614676	0.0	146.0	0.48366335	0.85	0.15	0.5111111	0.85	0.15	0.25	2.5559165	199.0	136.91667	4.2083335	9.083333	0.0	11.934422	5.2083335	135.23711848258972
174	3.3966057	1.2348101	4.780131	0.2	115.083336	0.43942308	0.75	0.1	0.58750004	0.75	0.35	0.45000002	1.9837153	197.0	106.375	4.3333335	8.708333	0.0	9.041025	5.4166665	137.06902480125427
175	3.0705812	1.2617232	4.637802	0.6	127.083336	0.4611111	0.75	0.15	0.6416667	0.75	0.5	0.3	2.1291013	260.0	118.083336	4.125	9.0	0.0	8.61979	5.2083335	132.42901420593262
176	2.906066	1.6187395	4.573986	0.0	133.58333	0.45989013	0.85	0.05	0.55833334	0.85	0.25	0.4	1.9366992	237.0	125.791664	3.7916667	7.7916665	0.0	13.263537	4.625	126.34680795669556
177	2.8412552	1.4989823	4.2986016	0.0	144.25	0.42637363	0.8	0.15	0.55625004	0.8	0.2	0.4	2.0280519	118.0	135.70833	3.7916667	8.541667	0.0	14.467728	4.625	129.2271146774292
178	3.481781	1.3874711	5.2727275	0.0	113.5	0.5242574	0.90000004	0.2	0.55	0.90000004	0.25	0.4	2.0784678	249.0	104.25	4.2083335	9.25	0.0	13.57845	5.2083335	139.18071150779724
179	3.3333113	1.1407409	4.4285717	0.6	122.208336	0.4514423	0.8	0.1	0.6125	0.8	0.35	0.2	2.0810971	237.0	112.583336	4.3333335	9.625	0.0	8.731637	5.3333335	134.10631442070007
180	3.510804	1.3585445	5.2000003	0.2	124.5	0.49567312	0.90000004	0.15	0.57272726	0.90000004	0.2	0.55	1.8680391	251.0	114.5	4.3333335	10.0	0.0	10.298267	5.2916665	136.52810311317444
181	3.8443024	0.8377553	4.932857	0.6666666	133.16667	0.5212389	0.8	0.2	0.61818177	0.8	0.35	0.35	1.9490067	245.0	122.625	4.7083335	10.541667	0.0	13.074698	5.9583335	142.36249923706055
182	3.2582169	1.4159771	4.73994	0.0	131.25	0.44591832	0.8	0.1	0.6166667	0.8	0.45000002	0.35	1.9305328	245.0	121.458336	4.0833335	9.791667	0.0	9.709763	5.25	135.7220377922058
183	3.3623717	1.1008013	4.44	0.85714287	131.125	0.42264146	0.7	0.1	0.47727272	0.7	0.15	0.3	2.3546538	265.0	122.041664	4.4166665	9.083333	0.0	12.236771	5.4166665	138.64830136299133
184	3.286978	1.1516548	4.497059	0.0	135.91667	0.4383495	0.75	0.1	0.5625	0.75	0.2	0.4	1.9702698	209.0	127.083336	4.2916665	8.833333	0.0	10.086457	5.2916665	139.00644040107727
185	3.106775	1.4807727	4.8232036	0.2	129.79167	0.48958334	0.85	0.15	0.575	0.85	0.4	0.35	1.9842136	168.0	121.666664	4.0	8.125	0.0	14.592685	4.9583335	134.4315469264984
186	3.552863	1.0335869	4.5076923	0.5333333	129.29167	0.4814815	0.85	0.15	0.60625005	0.85	0.25	0.4	2.2163885	233.0	118.958336	4.5	10.333333	0.0	10.89204	5.4583335	141.04162287712097
187	2.9727237	1.5475489	4.7579083	0.0	149.375	0.5303371	0.90000004	0.1	0.67142856	0.90000004	0.35	0.25	2.277105	237.0	141.0	3.7083333	8.375	0.0	10.823548	4.9166665	130.89683723449707
188	3.0937145	1.3945509	4.404103	0.0	149.75	0.4744681	0.75	0.2	0.58000004	0.75	0.35	0.55	1.8218654	234.0	141.25	3.9166667	8.5	0.0	8.45038	5.3333335	139.74497079849243
189	3.062315	1.4300501	4.4885716	0.0	143.0	0.4947368	0.85	0.1	0.65	0.85	0.45000002	0.4	1.6291653	229.0	133.16667	3.9583333	9.833333	0.0	8.934113	5.1666665	131.99471426010132
190	3.4626935	1.0119948	4.567619	0.55	144.5	0.5098131	0.8	0.1	0.6125	0.8	0.35	0.4	1.9859616	217.0	134.875	4.4583335	9.625	0.0	12.770676	5.3333335	145.93545699119568
191	3.31991	1.2279558	4.6824536	0.2	121.375	0.4455882	0.8	0.1	0.57857144	0.8	0.35	0.55	1.8374542	261.0	111.583336	4.25	9.791667	0.0	9.070754	5.25	132.86349844932556
192	3.52785	0.9563879	4.4885716	0.6	130.66667	0.54811317	0.90000004	0.1	0.7222222	0.90000004	0.5	0.4	1.8043432	220.0	121.458336	4.4166665	9.208333	0.0	9.126821	5.375	138.08327984809875
193	3.064964	1.4924614	4.4630365	0.0	118.166664	0.4829788	0.75	0.15	0.5666667	0.75	0.3	0.5	1.7722012	222.0	110.458336	3.9166667	7.7083335	0.0	9.678849	5.2083335	135.25652933120728
194	3.2242823	1.3047595	4.6769233	0.2	129.625	0.47575757	0.85	0.05	0.5277778	0.85	0.05	0.4	1.930369	289.0	119.666664	4.125	9.958333	0.0	11.713656	4.9583335	133.1016230583191
195	3.404559	1.026364	4.387164	0.47272724	141.41667	0.44198117	0.75	0.1	0.57500005	0.75	0.35	0.35	2.0020661	249.0	130.75	4.4166665	10.666667	0.0	9.993531	5.7916665	141.3962802886963
196	3.7850192	1.0493382	4.689786	0.5714286	119.375	0.4824324	0.90000004	0.05	0.5812501	0.90000004	0.2	0.3	2.0347927	238.0	109.666664	4.625	9.708333	0.0	14.916215	5.4583335	142.13428449630737
197	3.1201515	1.4201912	4.6787877	0.0	127.125	0.52947366	0.85	0.25	0.69166666	0.85	0.4	0.3	1.9667832	180.0	120.125	3.9583333	7.0	0.0	12.275914	4.625	133.49862432479858
198	3.2519474	1.4807663	4.68	0.0	134.91667	0.4959184	0.85	0.1	0.66	0.85	0.25	0.25	2.4181094	249.0	126.125	4.0833335	8.791667	0.0	7.997022	4.9583335	131.91774773597717
199	3.0997174	1.3087931	4.6720514	0.2	135.33333	0.4765306	0.8	0.05	0.6	0.8	0.3	0.35	1.956214	263.0	126.125	4.0833335	9.208333	0.0	8.971904	5.2916665	140.43464016914368
200	3.426089	1.1466748	4.9688888	0.7368421	128.70833	0.49854368	0.85	0.15	0.66818184	0.85	0.45000002	0.4	1.844182	218.0	120.041664	4.2916665	8.666667	0.0	10.366951	5.4583335	138.26581931114197
201	3.5208123	1.1931423	4.813822	0.54545456	145.125	0.53413457	0.95	0.15	0.6333333	0.95	0.2	0.5	1.6541502	220.0	135.66667	4.3333335	9.458333	0.0	12.331929	5.4583335	132.36841249465942
202	3.5369081	1.2773412	4.687692	0.0	117.375	0.4542056	0.85	0.0	0.6166667	0.85	0.35	0.55	1.5259353	247.0	106.75	4.4583335	10.625	0.0	8.21319	5.75	135.21010780334473
203	3.5708435	1.2952039	4.6	0.0	120.541664	0.4863208	0.85	0.1	0.6571428	0.85	0.4	0.4	1.9737298	210.0	111.75	4.4166665	8.791667	0.0	12.84937	5.125	129.21893525123596
204	3.824846	0.8859822	4.5897474	0.9882353	109.791664	0.46415925	0.8	0.1	0.56111115	0.8	0.1	0.4	1.9512469	216.0	99.583336	4.7083335	10.208333	0.0	9.1614	5.9583335	133.4650890827179
205	3.6127594	0.9555875	4.64329	1.28	137.29167	0.5112149	0.95	0.1	0.60555553	0.95	0.35	0.25	2.426976	247.0	127.333336	4.4583335	9.958333	0.0	8.59415	5.8333335	137.1381537914276
206	3.463234	1.2778695	4.459858	0.0	124.041664	0.5067308	0.90000004	0.15	0.6333334	0.90000004	0.35	0.3	2.059741	228.0	114.041664	4.3333335	10.0	0.0	8.379647	5.25	128.03139567375183
207	3.7119904	0.8465132	4.643978	0.6	117.833336	0.4915929	0.85	0.2	0.6285715	0.85	0.35	0.45000002	1.8583338	216.0	106.583336	4.7083335	11.25	0.0	9.512832	6.0833335	136.43769693374634
208	3.4387844	1.3544642	4.768254	0.0	127.166664	0.50631076	0.85	0.15	0.60625	0.85	0.15	0.6	1.500019	276.0	119.125	4.2916665	8.041667	0.0	11.624082	4.9583335	128.005784034729
209	3.4289687	1.2251184	4.6335354	0.0	131.54167	0.5048077	0.85	0.1	0.6428572	0.85	0.45000002	0.35	2.0082905	227.0	122.916664	4.3333335	8.625	0.0	12.653026	5.3333335	126.98753714561462
210	3.6618462	1.0494963	5.0676193	0.2	129.125	0.5027523	0.90000004	0.15	0.66	0.90000004	0.4	0.5	1.98764	268.0	118.333336	4.5416665	10.791667	0.0	9.804233	5.75	130.87343430519104
211	3.1034145	1.3272846	4.708889	0.0	139.125	0.52872336	0.95	0.15	0.625	0.95	0.25	0.4	1.8723778	212.0	128.91667	3.9166667	10.208333	0.0	9.010022	5.125	124.09483289718628
212	3.0459964	1.5139011	4.8355556	0.0	139.91667	0.56344086	0.90000004	0.3	0.69	0.90000004	0.35	0.4	1.9445817	206.0	131.91667	3.875	8.0	0.0	9.233223	4.8333335	124.17734742164612
213	3.5240505	1.43253	5.082857	0.0	115.708336	0.5397059	0.90000004	0.15	0.65500003	0.90000004	0.25	0.35	1.8407284	216.0	106.791664	4.25	8.916667	0.0	9.103908	5.1666665	133.30310082435608
214	3.6854038	1.1530409	4.7036076	0.0	118.208336	0.51574075	0.85	0.2	0.71000004	0.85	0.55	0.4	2.0489104	203.0	108.416664	4.5	9.791667	0.0	9.03922	5.625	131.394225358963
215	3.1238344	1.5448402	4.8412123	0.0	135.45833	0.47052637	0.90000004	0.1	0.6	0.90000004	0.35	0.3	2.1044393	226.0	127.0	3.9583333	8.458333	0.0	8.1258545	5.0833335	124.66025447845459
216	3.2605286	1.6472356	5.095238	0.0	120.708336	0.52789474	0.8	0.2	0.58571434	0.8	0.2	0.4	1.843723	247.0	111.791664	3.9583333	8.916667	0.0	12.833122	5.125	121.26407027244568
217	3.9322689	0.72895455	4.545348	1.1802198	121.416664	0.5026087	0.85	0.2	0.5777778	0.85	0.3	0.25	2.1627524	210.0	111.5	4.7916665	9.916667	0.0	14.036659	5.9166665	135.49020552635193
218	3.6186874	1.2278104	4.769597	0.2	129.79167	0.47476634	0.90000004	0.1	0.56875	0.90000004	0.2	0.4	1.8212559	186.0	119.458336	4.4583335	10.333333	0.0	12.439431	5.875	137.08241248130798
219	3.3590736	1.4627786	4.9641027	0.0	123.5	0.49846938	0.8	0.15	0.6071429	0.8	0.35	0.4	1.7693698	164.0	114.25	4.0833335	9.25	0.0	8.1904	5.625	123.1091296672821
220	3.641782	1.0585903	5.326061	1.0	123.916664	0.54490733	0.95	0.2	0.6571428	0.95	0.35	0.5	1.561857	218.0	113.75	4.5	10.166667	0.0	9.312476	5.75	134.4035906791687
221	3.3387759	1.0027897	4.715152	0.45333335	132.16667	0.5042857	0.85	0.05	0.59999996	0.85	0.3	0.25	2.2564738	199.0	122.791664	4.375	9.375	0.0	9.797772	5.2916665	134.87167096138
222	2.9858694	1.3132526	4.826753	0.2	160.16667	0.5590425	0.90000004	0.15	0.62142855	0.90000004	0.4	0.45000002	1.9490376	216.0	151.875	3.9166667	8.291667	0.0	15.815796	5.3333335	127.93678212165833
223	3.39724	1.2401733	4.729921	0.45333335	130.04167	0.5393204	0.85	0.15	0.59000003	0.85	0.3	0.4	1.9741127	219.0	121.875	4.2916665	8.166667	0.0	11.989339	5.2083335	133.50423550605774
224	3.704605	1.1029568	4.7396827	0.0	113.125	0.48853207	0.8	0.15	0.6214286	0.8	0.15	0.6	1.7356014	220.0	103.333336	4.5416665	9.791667	0.0	8.007974	5.7916665	133.96663451194763
225	3.2180567	1.2679645	4.4363637	0.56000006	127.625	0.50100005	0.85	0.15	0.6125	0.85	0.3	0.5	1.6737978	198.0	119.166664	4.1666665	8.458333	0.0	10.553963	5.25	130.57349681854248
226	3.196125	1.3585306	4.6141176	0.2	132.45833	0.4586735	0.8	0.15	0.55	0.8	0.3	0.5	1.6633179	246.0	123.75	4.0833335	8.708333	0.0	18.240963	5.25	132.06203627586365
227	3.6237953	1.1792513	4.746667	0.2	127.958336	0.57028306	0.90000004	0.2	0.65	0.90000004	0.2	0.25	2.3907013	186.0	118.0	4.4166665	9.958333	0.0	10.209733	5.6666665	135.64396834373474
228	3.317269	1.1224554	4.6800866	0.68235296	137.29167	0.5067961	0.75	0.05	0.575	0.75	0.3	0.35	1.8901117	229.0	126.708336	4.2916665	10.583333	0.0	9.037271	5.5833335	132.0451033115387
229	2.8475583	1.2588842	4.769231	0.45	157.58333	0.48602152	0.8	0.15	0.5666667	0.8	0.2	0.35	2.3863678	229.0	148.45833	3.875	9.125	0.0	19.310356	5.0833335	131.25102043151855
230	3.8340433	1.0096384	4.8	0.0	120.375	0.53571427	0.8	0.15	0.6	0.8	0.35	0.5	1.9217182	234.0	110.166664	4.6666665	10.208333	0.0	9.3204775	6.125	141.60121321678162
231	3.6608665	0.9392733	4.495928	0.96000004	120.5	0.47409093	0.8	0.15	0.5285714	0.8	0.15	0.45000002	1.9440409	269.0	110.791664	4.5833335	9.708333	0.0	9.276825	5.5833335	134.43394207954407
232	3.538648	0.9183573	4.7777777	1.2327273	126.916664	0.50934577	0.85	0.1	0.6041667	0.85	0.2	0.35	1.9498274	234.0	117.166664	4.4583335	9.75	0.0	13.406558	5.5	136.60583996772766
233	3.1720874	1.3835776	4.866667	0.50000006	144.58333	0.51421046	0.95	0.2	0.63750005	0.95	0.2	0.5	1.7901633	248.0	134.79167	3.9583333	9.791667	0.0	14.407302	5.2916665	128.8811104297638
234	3.0593212	1.5067819	4.9924965	0.0	142.875	0.5258065	0.90000004	0.15	0.665	0.90000004	0.25	0.4	1.7025301	245.0	135.125	3.875	7.75	0.0	9.860377	4.9583335	129.6485617160797
235	3.2510002	1.2725196	4.550303	0.0	139.08333	0.49455443	0.8	0.15	0.51428574	0.8	0.15	0.3	2.1024451	265.0	129.20833	4.2083335	9.875	0.0	10.378409	5.4583335	134.21044945716858
236	3.2658474	1.2517922	4.6307693	0.48888892	146.375	0.50757575	0.85	0.2	0.5714286	0.85	0.3	0.5	1.65011	271.0	138.33333	4.125	8.041667	0.0	17.329292	5.0416665	131.48283457756042
237	3.3564088	1.3215371	4.8761907	0.0	139.04167	0.5530303	0.90000004	0.2	0.58124995	0.90000004	0.25	0.35	2.008246	152.0	130.20833	4.125	8.833333	0.0	11.055545	5.2916665	131.47430396080017
238	3.0857232	1.5489479	5.109524	0.0	139.29167	0.49891302	0.85	0.15	0.57857144	0.85	0.25	0.4	1.89632	241.0	129.91667	3.8333333	9.375	0.0	9.472806	5.25	125.87069535255432
239	3.2982385	1.6190579	5.0933332	0.0	142.75	0.54627657	0.85	0.15	0.65	0.85	0.15	0.4	1.6118237	241.0	133.83333	3.9166667	8.916667	0.0	9.09052	4.8333335	130.9285295009613
240	2.9818885	1.6060667	4.7781515	0.0	129.08333	0.55934066	0.85	0.25	0.70555556	0.85	0.5	0.7	1.570892	244.0	119.875	3.7916667	9.208333	0.0	9.340112	4.9166665	129.9009621143341
241	3.7091224	1.0848929	4.8019047	0.68235296	118.291664	0.6037037	0.95	0.25	0.63	0.95	0.3	0.55	1.9766424	241.0	108.375	4.5	9.916667	0.0	7.984337	5.5416665	135.59423804283142
242	3.1584244	1.5383009	4.7854548	0.0	140.5	0.51914895	0.8	0.1	0.63125	0.8	0.1	0.15	3.3070881	246.0	132.04167	3.9166667	8.458333	0.0	6.2084365	4.9166665	132.00987648963928
243	3.4834957	1.1398598	4.950303	0.0	125.791664	0.53666663	0.85	0.15	0.65555555	0.85	0.35	0.3	2.1203167	233.0	115.25	4.375	10.541667	0.0	10.202412	5.5416665	136.22538137435913
244	3.3433905	1.551097	4.971282	0.0	121.166664	0.5525253	0.85	0.15	0.67777777	0.85	0.4	0.35	2.2797377	231.0	112.25	4.125	8.916667	0.0	6.593964	5.0	131.4440381526947
245	3.7796497	0.78936076	4.4933333	1.48	114.541664	0.48464915	0.90000004	0.15	0.6	0.90000004	0.35	0.3	2.170822	229.0	104.25	4.75	10.291667	0.0	10.287864	6.125	139.94276189804077
246	3.370104	1.4251058	4.9866667	0.0	143.125	0.5275	0.85	0.1	0.63	0.85	0.45000002	0.4	2.0900064	220.0	133.91667	4.1666665	9.208333	0.0	10.251892	5.0833335	130.05570077896118
247	3.2211828	1.4614415	4.8653593	0.2	109.375	0.57448983	0.90000004	0.15	0.67222226	0.90000004	0.15	0.55	1.7312038	199.0	100.583336	4.0833335	8.791667	0.0	10.290861	5.2083335	130.44416642189026
248	3.6575549	1.027502	4.8946157	1.2554622	134.5	0.554717	0.95	0.05	0.61875	0.95	0.25	0.25	2.3144429	199.0	125.416664	4.4166665	9.083333	0.0	12.189369	5.4583335	136.65391635894775
249	3.2387388	1.39975	4.6920633	0.2	141.16667	0.59062505	0.85	0.2	0.62142855	0.85	0.35	0.4	1.9744326	209.0	132.66667	4.0	8.5	0.0	11.780144	4.8333335	130.17035341262817
250	3.4116886	1.2143447	4.7746034	0.0	140.0	0.55291265	0.90000004	0.15	0.65000004	0.90000004	0.45000002	0.55	1.5509462	194.0	131.125	4.2916665	8.875	0.0	11.23862	5.0833335	132.71812057495117
251	3.6744473	0.89583457	4.4585857	0.90000004	126.5	0.5594595	0.85	0.2	0.7250001	0.85	0.6	0.4	1.6880887	257.0	115.666664	4.625	10.833333	0.0	8.650521	5.7916665	138.82695937156677
252	3.691777	0.9996063	4.4666667	0.2	121.166664	0.5049107	0.90000004	0.2	0.6	0.90000004	0.35	0.55	1.8808273	241.0	109.916664	4.6666665	11.25	0.0	8.763236	5.875	139.90120005607605
253	3.4619853	1.057006	4.5631747	1.1076924	151.45833	0.5932039	0.90000004	0.25	0.7583334	0.90000004	0.6	0.3	2.0078397	226.0	141.29167	4.2916665	10.166667	0.0	13.189168	5.6666665	133.78084564208984
254	3.4872074	1.1498244	4.695238	0.0	124.291664	0.5214286	0.85	0.15	0.6454545	0.85	0.3	0.55	1.8825753	215.0	114.375	4.375	9.916667	0.0	9.005425	5.75	133.88807892799377
