Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Acc	MaxAcc	MinAcc	MaxTrialAcc	MaxMaxTrialAcc	MinMaxTrialAcc	TestFinetuneAcc	TestFinetuneLoss	TestFinetuneParam	NumAlphaAdj	NumEstimations	NumEdgeTrav	NumIllegalEdgeTrav	NumAlphaAdjBeforeTrav	UniqueEdges	Time
48	2.7202063	1.3183465	4.173333	0.0	140.625	0.29945055	0.65000004	0.0	0.41000003	0.65000004	0.25	0.35	2.3716054	247.0	132.75	3.7916667	7.875	0.0	11.3989105	4.8333335	145.35977387428284
49	2.800439	1.4986397	4.3933334	0.0	134.625	0.30108693	0.7	0.05	0.37222224	0.7	0.15	0.25	2.3532338	268.0	126.125	3.8333333	8.5	0.0	11.901043	4.5	145.36289525032043
50	2.6600153	1.496687	4.4459386	0.0	133.04167	0.2994382	0.75	0.05	0.46428576	0.75	0.1	0.3	2.4664104	274.0	124.708336	3.7083333	8.333333	0.0	8.31773	4.6666665	144.88652968406677
51	3.6362693	1.0415298	4.474444	0.0	100.333336	0.37045455	0.7	0.05	0.4125	0.7	0.05	0.15	2.5086656	187.0	90.583336	4.5833335	9.75	0.0	8.112208	5.5416665	157.30506825447083
52	2.979884	1.2732168	4.153183	0.0	143.54167	0.30051023	0.65000004	0.0	0.4	0.65000004	0.05	0.2	2.6172965	279.0	134.20833	4.0833335	9.333333	0.0	8.602241	5.2083335	149.99116444587708
53	3.355018	1.0422715	4.522338	0.2	129.45833	0.33785048	0.7	0.1	0.47916666	0.7	0.2	0.25	2.4745157	285.0	121.208336	4.4583335	8.25	0.0	13.4515	5.3333335	153.91029262542725
54	3.7497165	0.6064654	4.5316744	1.5600001	121.708336	0.38750005	0.8	0.1	0.55714285	0.8	0.35	0.3	2.5546536	281.0	110.625	4.8333335	11.083333	0.0	9.1759615	6.125	159.6681525707245
55	3.1221397	0.9196893	4.227143	0.96842104	142.66667	0.34375	0.65000004	0.05	0.4357143	0.65000004	0.25	0.35	2.3348217	247.0	132.625	4.3333335	10.041667	0.0	9.740861	5.375	151.3824179172516
56	3.391679	0.80137604	4.354389	0.7368421	131.58333	0.31009176	0.7	0.05	0.4	0.7	0.05	0.25	2.6256995	217.0	121.291664	4.5416665	10.291667	0.0	9.51951	5.625	157.62987971305847
57	3.0891445	1.3430555	4.1597385	0.0	123.333336	0.308	0.65000004	0.05	0.41428572	0.65000004	0.05	0.25	2.524523	228.0	114.583336	4.1666665	8.75	0.0	9.6334305	5.0833335	149.64042115211487
58	2.7013023	1.4313816	4.1699634	0.2	138.91667	0.26666665	0.65000004	0.0	0.3888889	0.65000004	0.2	0.3	2.4792738	212.0	131.375	3.875	7.5416665	0.0	13.956504	4.7916665	144.74635434150696
59	3.0637925	1.3121605	4.545641	0.2	148.91667	0.3489899	0.75	0.1	0.51666665	0.75	0.15	0.15	3.0377045	257.0	140.0	4.125	8.916667	0.0	11.765053	5.125	152.4622962474823
60	3.4802635	1.0736833	4.563481	0.2	125.458336	0.3226852	0.7	0.05	0.40625	0.7	0.1	0.1	2.54828	255.0	115.875	4.5	9.583333	0.0	10.469399	5.5416665	155.04690766334534
61	2.7765434	1.5876359	4.5353613	0.0	136.41667	0.32111114	0.65000004	0.05	0.4571429	0.65000004	0.15	0.2	2.6205785	242.0	128.91667	3.75	7.5	0.0	12.248975	4.9166665	145.22534465789795
62	2.9738665	1.4330977	4.2954545	0.0	141.83333	0.35989586	0.65000004	0.1	0.4777778	0.65000004	0.15	0.15	2.764715	275.0	133.08333	4.0	8.75	0.0	11.135587	4.9583335	149.12753319740295
63	3.4120238	0.99378884	4.344056	0.5263158	144.75	0.37149528	0.75	0.05	0.48125	0.75	0.2	0.3	2.1593392	258.0	134.58333	4.4583335	10.166667	0.0	15.047012	5.5833335	155.82504034042358
64	2.890692	1.2939343	4.3359766	0.0	143.29167	0.36473688	0.75	0.0	0.5	0.75	0.15	0.3	2.3823018	252.0	133.95833	3.9583333	9.333333	0.0	10.282737	4.875	148.12493777275085
65	3.5011387	0.9293453	4.502405	0.96842104	116.75	0.39636362	0.8	0.05	0.53333336	0.8	0.05	0.15	2.6873848	243.0	107.416664	4.5833335	9.333333	0.0	11.992568	5.2916665	156.75138878822327
66	3.0109684	1.2904557	4.4712553	0.0	154.875	0.33697915	0.7	0.0	0.37500003	0.7	0.1	0.2	2.809421	318.0	145.125	4.0	9.75	0.0	9.191018	4.625	150.01279306411743
67	2.9551601	1.3605298	4.246154	0.0	129.375	0.275	0.65000004	0.0	0.29444444	0.65000004	0.1	0.2	2.7186806	243.0	120.625	4.0833335	8.75	0.0	9.964307	5.125	147.61447310447693
68	3.2756221	1.2039623	4.2616415	0.5777778	124.916664	0.35485438	0.7	0.05	0.36874998	0.7	0.05	0.15	2.97035	242.0	115.583336	4.2916665	9.333333	0.0	9.577617	5.5	154.3717806339264
69	3.2643719	1.3689084	4.4828963	0.2	125.875	0.37087378	0.75	0.05	0.51250005	0.75	0.1	0.3	2.1111271	249.0	116.5	4.2916665	9.375	0.0	17.50964	5.375	152.40189838409424
70	2.772105	1.4950852	4.3291364	0.0	136.66667	0.3320652	0.75	0.0	0.48333332	0.75	0.2	0.25	2.551969	273.0	128.04167	3.8333333	8.625	0.0	10.12577	4.5416665	144.6013000011444
71	3.4524822	1.0702087	4.5549417	0.5777778	118.041664	0.3912037	0.7	0.05	0.475	0.7	0.2	0.1	2.7932115	283.0	107.583336	4.5	10.458333	0.0	8.647388	5.2916665	158.5749237537384
72	2.910703	1.3488535	4.730634	0.0	157.20833	0.39462367	0.90000004	0.1	0.49166667	0.90000004	0.2	0.2	2.6005082	209.0	148.33333	3.875	8.875	0.0	14.236371	4.9583335	149.29262948036194
73	3.2160282	1.2446011	4.4607487	0.0	132.125	0.3303922	0.7	0.0	0.4318182	0.7	0.1	0.15	2.2599602	306.0	123.666664	4.25	8.458333	0.0	10.960698	5.3333335	153.6422884464264
74	3.3385136	1.0190657	4.3668065	0.5846154	139.79167	0.37428576	0.7	0.05	0.4722222	0.7	0.2	0.15	2.4385273	268.0	129.91667	4.375	9.875	0.0	10.332446	5.2916665	155.99890971183777
75	3.565142	1.0221859	4.466199	0.0	126.916664	0.4027778	0.75	0.05	0.45000002	0.75	0.15	0.55	1.7146103	233.0	117.125	4.5	9.791667	0.0	9.90168	5.8333335	156.29174065589905
76	2.3095138	1.5468044	4.2193174	0.0	145.04167	0.33481014	0.65000004	0.0	0.4045455	0.65000004	0.05	0.05	3.3962674	302.0	138.45833	3.2916667	6.5833335	0.0	9.170338	4.2083335	134.33439135551453
77	3.2140248	1.3145608	4.331282	0.0	127.25	0.37150002	0.7	0.0	0.48333335	0.7	0.35	0.2	2.7044888	243.0	118.541664	4.1666665	8.708333	0.0	9.342929	5.3333335	151.87164568901062
78	2.9459667	1.3204728	4.3532977	0.0	140.41667	0.3778947	0.75	0.0	0.53	0.75	0.2	0.25	2.4060156	284.0	132.75	3.9583333	7.6666665	0.0	11.9244585	4.5416665	148.31210017204285
79	3.1236808	1.2008148	4.34101	0.44210526	154.0	0.39747477	0.75	0.1	0.46666664	0.75	0.1	0.35	1.9271752	236.0	145.29167	4.125	8.708333	0.0	15.013382	5.2083335	152.4741861820221
80	3.555083	1.0054319	4.45439	0.2	116.541664	0.33409095	0.8	0.05	0.48000002	0.8	0.15	0.3	2.586092	308.0	106.958336	4.5833335	9.583333	0.0	9.540651	5.6666665	157.29393005371094
81	3.1469028	1.2504967	4.5709524	0.2	131.375	0.35833335	0.75	0.0	0.46249998	0.75	0.25	0.15	2.6615765	265.0	122.625	4.25	8.75	0.0	9.114093	5.25	150.9055688381195
82	3.2341416	1.2129864	4.666667	0.6	123.166664	0.40247524	0.90000004	0.05	0.50625	0.90000004	0.15	0.35	2.1633976	259.0	113.583336	4.2083335	9.583333	0.0	9.847043	5.25	151.3344509601593
83	3.1034698	1.1839206	4.571616	0.0	141.08333	0.3823232	0.7	0.0	0.445	0.7	0.2	0.25	2.5569758	274.0	131.95833	4.125	9.125	0.0	15.167435	5.125	149.397766828537
84	3.4832284	1.0377451	4.5686812	0.6	125.0	0.4083334	0.75	0.05	0.50625	0.75	0.05	0.2	2.3175335	207.0	115.083336	4.5	9.916667	0.0	13.003754	5.3333335	160.71821999549866
85	3.3154247	0.88234323	4.428151	1.0285714	140.0	0.43380952	0.7	0.2	0.57000005	0.7	0.35	0.4	2.1917977	316.0	130.75	4.375	9.25	0.0	11.707236	5.2083335	153.83552145957947
86	3.264287	1.1495265	4.5135045	0.5411765	125.583336	0.39852944	0.7	0.05	0.47499996	0.7	0.3	0.35	2.1535912	271.0	115.625	4.25	9.958333	0.0	8.837414	5.7916665	149.57919645309448
87	3.7368174	0.6616293	4.5046153	1.8742857	114.791664	0.38608697	0.7	0.1	0.49166667	0.7	0.3	0.15	2.5487897	277.0	104.333336	4.7916665	10.458333	0.0	10.037291	6.0	161.92359280586243
88	3.0085962	1.2105874	4.525861	0.2	145.58333	0.34050003	0.75	0.05	0.39999998	0.75	0.05	0.1	2.8308392	295.0	136.91667	4.1666665	8.666667	0.0	13.028206	5.2083335	152.00318956375122
89	3.3376477	1.0788008	4.528478	0.6	137.75	0.41857144	0.7	0.15	0.52500004	0.7	0.35	0.2	2.6627839	314.0	127.25	4.375	10.5	0.0	10.583451	5.7916665	154.85505986213684
90	3.5203001	0.9694875	4.27697	0.5846154	124.125	0.40963304	0.8	0.1	0.5666667	0.8	0.2	0.1	2.772746	248.0	114.75	4.5416665	9.375	0.0	10.130643	5.5	154.97387409210205
91	2.8306096	1.4014245	4.1741176	0.0	134.91667	0.3858696	0.7	0.05	0.42857143	0.7	0.2	0.5	2.1779876	313.0	125.166664	3.8333333	9.75	0.0	11.860405	4.875	143.4062819480896
92	3.4138145	0.8431127	4.241026	1.247619	120.583336	0.40090913	0.7	0.1	0.4666667	0.7	0.2	0.15	2.8036716	338.0	110.958336	4.5833335	9.625	0.0	11.626217	5.625	155.85523009300232
93	3.341913	1.2212585	4.52	0.0	138.95833	0.3926471	0.85	0.1	0.48749998	0.85	0.25	0.25	2.3438594	247.0	129.83333	4.25	9.125	0.0	10.525451	5.3333335	150.00254106521606
94	3.116331	1.2009997	4.2476606	0.0	126.75	0.30950004	0.7	0.05	0.39374998	0.7	0.1	0.25	2.1974156	237.0	117.791664	4.1666665	8.958333	0.0	8.254771	5.0416665	155.19580507278442
95	2.9162178	1.4278126	4.4533334	0.0	135.58333	0.40537634	0.75	0.1	0.5285714	0.75	0.4	0.25	2.4499526	300.0	127.0	3.875	8.583333	0.0	13.081754	5.0833335	146.82205820083618
96	3.163269	1.4222381	4.7114453	0.0	130.5	0.44242427	0.75	0.15	0.56	0.75	0.35	0.05	2.7322605	190.0	122.458336	4.125	8.041667	0.0	9.135318	5.125	152.97455096244812
97	3.0300572	1.2723292	4.275387	0.0	150.16667	0.38333336	0.7	0.05	0.46666664	0.7	0.1	0.15	2.7869124	297.0	141.20833	4.0	8.958333	0.0	11.126231	4.9583335	150.75437784194946
98	3.3207989	1.2557086	4.4410257	0.2	138.33333	0.40980387	0.75	0.05	0.46818182	0.75	0.1	0.2	2.2658374	289.0	127.625	4.25	10.708333	0.0	10.590945	5.5416665	152.38108038902283
99	3.497104	0.8954958	4.53916	1.3466667	122.041664	0.45458716	0.85	0.15	0.53125	0.85	0.25	0.2	2.4712646	300.0	111.958336	4.5416665	10.083333	0.0	9.060657	5.75	156.04291558265686
100	3.0439389	1.3234975	4.4678073	0.0	150.95833	0.40927836	0.7	0.15	0.48750004	0.7	0.25	0.25	2.5306358	276.0	142.70833	4.0416665	8.25	0.0	14.618596	5.0416665	149.56253480911255
101	3.5853434	1.1265444	4.8284035	0.56	122.875	0.46682242	0.8	0.1	0.6	0.8	0.35	0.3	2.394454	311.0	113.375	4.4583335	9.5	0.0	9.217918	5.3333335	135.66007804870605
102	3.1438	1.2421788	4.633248	0.0	144.79167	0.39700007	0.8	0.1	0.4769231	0.8	0.1	0.4	1.7978885	227.0	135.16667	4.1666665	9.625	0.0	12.060618	5.0833335	135.4621181488037
103	3.1067932	1.5126519	4.5967135	0.2	123.291664	0.3515306	0.7	0.0	0.49499997	0.7	0.25	0.2	2.533099	264.0	113.75	4.0833335	9.541667	0.0	11.339531	5.2083335	128.0240194797516
104	3.157728	1.2239138	4.330999	0.2	123.416664	0.39509806	0.7	0.05	0.49285716	0.7	0.3	0.2	2.7358975	309.0	114.625	4.25	8.791667	0.0	9.079823	5.3333335	134.19010472297668
105	3.3619711	1.1027864	4.5077925	0.2	121.833336	0.37122643	0.7	0.1	0.4722222	0.7	0.1	0.35	2.113914	276.0	111.583336	4.4166665	10.25	0.0	8.848167	5.5833335	137.68544125556946
106	3.065746	1.2946218	4.418562	0.2	149.41667	0.3838384	0.65000004	0.1	0.55833334	0.65000004	0.45000002	0.1	3.1078942	261.0	139.45833	4.125	9.958333	0.0	10.489072	5.4583335	134.9024920463562
107	3.1671379	1.2612816	4.72	0.44210526	143.75	0.40100002	0.75	0.1	0.45	0.75	0.1	0.65000004	1.9650333	306.0	134.66667	4.1666665	9.083333	0.0	13.829437	5.25	138.6658854484558
108	3.519533	1.1025697	4.486154	0.0	120.958336	0.40233648	0.75	0.05	0.515	0.75	0.2	0.3	2.5323963	267.0	111.208336	4.4583335	9.75	0.0	8.694655	5.4583335	138.87684750556946
109	3.075736	1.492501	4.516667	0.0	137.04167	0.35989586	0.7	0.05	0.5	0.7	0.2	0.2	2.583886	259.0	128.0	4.0	9.041667	0.0	10.023166	5.0833335	131.11443376541138
110	3.1385384	1.2644446	4.833243	0.0	136.83333	0.37777776	0.90000004	0.0	0.5142857	0.90000004	0.25	0.35	2.4302716	289.0	129.41667	4.125	7.4166665	0.0	14.742691	5.0416665	131.98007130622864
111	2.9484186	1.3960804	4.5076923	0.2	133.20833	0.42864585	0.90000004	0.15	0.50625	0.90000004	0.15	0.45000002	2.0748906	289.0	124.833336	4.0	8.375	0.0	10.645554	4.875	128.82285332679749
112	3.3887806	1.0727086	4.412838	0.2	133.04167	0.37809524	0.7	0.15	0.525	0.7	0.15	0.4	2.4192789	241.0	122.041664	4.375	11.0	0.0	9.4681015	5.7916665	134.0849437713623
113	3.4463546	1.0689507	4.3409524	0.2	116.916664	0.40000004	0.8	0.05	0.4944445	0.8	0.2	0.15	2.6369443	250.0	107.833336	4.4583335	9.083333	0.0	9.756115	5.4583335	143.4317123889923
114	3.274841	1.2654046	4.633333	0.0	126.208336	0.38725495	0.85	0.1	0.4944445	0.85	0.25	0.3	2.1020207	195.0	117.333336	4.25	8.875	0.0	11.766795	4.9583335	134.8849892616272
115	3.4190512	1.3956342	4.6934047	0.2	121.916664	0.43676466	0.8	0.05	0.575	0.8	0.4	0.15	2.5857167	228.0	113.166664	4.25	8.75	0.0	10.25821	5.0833335	138.06911659240723
116	3.2605267	1.1032213	4.3554068	0.6	140.375	0.38990387	0.7	0.05	0.4625	0.7	0.15	0.25	2.126513	194.0	131.04167	4.3333335	9.333333	0.0	12.300075	5.2916665	130.2219250202179
117	3.1303167	1.3215206	4.4910693	0.0	142.83333	0.37777776	0.75	0.05	0.52	0.75	0.3	0.25	2.3713064	207.0	133.08333	4.125	9.75	0.0	10.619089	5.0833335	123.63339734077454
118	3.311308	1.0675479	4.3235164	0.2	130.45833	0.40142858	0.7	0.15	0.56875	0.7	0.45000002	0.4	1.8952999	314.0	120.958336	4.375	9.5	0.0	10.633035	5.25	144.1698179244995
119	3.125203	1.3739768	4.501499	0.0	128.83333	0.34387755	0.7	0.0	0.4136364	0.7	0.05	0.4	1.8827801	273.0	119.791664	4.0833335	9.041667	0.0	9.15231	5.2083335	132.19577813148499
120	3.2995129	1.1642362	4.482124	0.2	119.958336	0.37836537	0.7	0.1	0.4888889	0.7	0.25	0.3	2.2335596	232.0	111.083336	4.3333335	8.875	0.0	8.903259	5.25	131.11155533790588
121	3.3690827	0.9816505	4.380171	0.96	132.45833	0.3892523	0.8	0.05	0.54444444	0.8	0.3	0.25	2.488346	231.0	122.416664	4.4583335	10.041667	0.0	10.654383	5.5833335	142.58605074882507
122	3.1433957	1.3022194	4.5718417	0.49411765	141.04167	0.4580808	0.85	0.15	0.6222222	0.85	0.45000002	0.35	2.1530468	225.0	132.0	4.125	9.041667	0.0	10.961372	5.0	130.70058465003967
123	3.6970026	1.1690465	4.5825644	0.0	105.583336	0.45681813	0.75	0.05	0.55833334	0.75	0.1	0.2	2.2402015	243.0	95.708336	4.5833335	9.875	0.0	8.745185	5.5833335	141.2703402042389
124	3.3389752	1.1248109	4.4983683	0.2	124.916664	0.3849057	0.75	0.05	0.5214286	0.75	0.15	0.5	1.9147599	243.0	115.208336	4.4166665	9.708333	0.0	9.790498	5.4583335	142.0774130821228
125	3.2689397	1.2741334	4.5066667	0.2	120.666664	0.41990292	0.7	0.0	0.50000006	0.7	0.2	0.4	2.1112344	167.0	110.791664	4.2916665	9.875	0.0	10.336315	5.125	133.59003710746765
126	3.491088	1.1265616	4.497436	0.0	120.5	0.40140188	0.75	0.05	0.47857144	0.75	0.2	0.4	1.9657848	220.0	110.791664	4.4583335	9.708333	0.0	9.494101	5.875	138.8288562297821
