Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Acc	MaxAcc	MinAcc	MaxTrialAcc	MaxMaxTrialAcc	MinMaxTrialAcc	TestFinetuneAcc	TestFinetuneLoss	TestFinetuneParam	NumAlphaAdj	NumEstimations	NumEdgeTrav	NumIllegalEdgeTrav	NumAlphaAdjBeforeTrav	UniqueEdges	Time
121	3.0261009	1.268698	4.310994	0.2	140.04167	0.4234694	0.7	0.05	0.45000002	0.7	0.1	0.15	2.3434873	216.0	130.45833	4.0833335	9.583333	0.0	12.413895	5.2916665	132.9614543914795
122	2.8597405	1.5048618	4.374661	0.0	137.58333	0.40638295	0.8	0.05	0.53333336	0.8	0.25	0.2	2.207914	176.0	127.833336	3.9166667	9.75	0.0	9.784969	5.1666665	133.49360918998718
123	3.466075	1.1186985	4.4494505	0.63529414	113.666664	0.45613208	0.85	0.1	0.51363635	0.85	0.15	0.35	1.9382153	159.0	103.958336	4.4166665	9.708333	0.0	8.508794	5.4583335	137.1260426044464
124	3.3816097	1.1649826	4.447619	0.2	123.208336	0.41380954	0.85	0.1	0.5363636	0.85	0.2	0.4	2.2051432	230.0	114.583336	4.375	8.625	0.0	10.539556	5.3333335	139.56575202941895
125	3.0506105	1.4771535	4.525914	0.0	151.54167	0.45937502	0.85	0.1	0.58125	0.85	0.3	0.1	2.4392946	209.0	143.33333	4.0	8.208333	0.0	14.888736	4.9583335	132.88543248176575
126	3.4137993	1.15519	4.4699597	0.44444445	117.666664	0.4266355	0.8	0.0	0.50000006	0.8	0.15	0.45000002	2.1326904	168.0	107.916664	4.4583335	9.75	0.0	11.536045	5.4166665	141.0547170639038
127	3.139527	1.294905	4.707451	0.0	134.41667	0.40606058	0.75	0.1	0.4727273	0.75	0.1	0.25	2.1472268	151.0	123.625	4.125	10.791667	0.0	7.8177485	5.4166665	137.26744318008423
128	3.236989	1.2509364	4.57	0.44705883	138.625	0.42871287	0.75	0.15	0.55833334	0.75	0.25	0.2	2.8455307	269.0	129.25	4.2083335	9.375	0.0	8.895022	5.5416665	138.13483476638794
129	2.9962442	1.3495468	4.3470087	0.2	139.08333	0.40656567	0.75	0.1	0.51	0.75	0.2	0.2	2.0828557	173.0	130.33333	4.125	8.75	0.0	15.336719	5.0416665	133.71550035476685
130	3.6199634	1.1196737	4.8358974	0.5411765	127.583336	0.46401867	0.8	0.05	0.56500006	0.8	0.3	0.35	2.3472037	152.0	118.25	4.4583335	9.333333	0.0	10.03247	5.5416665	139.2031626701355
131	3.6810925	1.0189302	4.730392	0.2	112.5	0.47612613	0.85	0.05	0.6333334	0.85	0.4	0.5	1.7985318	196.0	101.791664	4.625	10.708333	0.0	8.359147	5.8333335	140.69865345954895
132	3.3959248	1.1617216	4.7686276	0.5777778	134.41667	0.44660193	0.8	0.1	0.57777786	0.8	0.3	0.25	2.3542988	189.0	125.5	4.2916665	8.916667	0.0	10.163033	5.5416665	139.8281328678131
133	3.1491165	1.4660318	4.3493285	0.2	127.333336	0.38010204	0.75	0.05	0.55	0.75	0.25	0.35	2.2250106	178.0	118.916664	4.0833335	8.416667	0.0	11.404334	4.9166665	133.99746942520142
134	2.8872364	1.4704801	4.6171227	0.0	140.66667	0.4397849	0.75	0.1	0.6	0.75	0.45000002	0.35	2.349395	202.0	132.04167	3.875	8.625	0.0	12.76452	4.9583335	135.3700921535492
135	3.6261473	1.0062063	4.60303	0.5846154	120.083336	0.47981647	0.8	0.15	0.61428577	0.8	0.45000002	0.3	1.968811	166.0	110.875	4.5416665	9.208333	0.0	11.68539	5.4166665	140.53925681114197
136	3.6631298	1.0893632	4.5414143	0.0	107.416664	0.47155958	0.85	0.1	0.62857145	0.85	0.3	0.45000002	1.8310366	239.0	98.208336	4.5416665	9.208333	0.0	7.2910085	5.3333335	140.7272560596466
137	3.1065922	1.2639402	4.447619	0.2	133.91667	0.38080806	0.7	0.05	0.41111112	0.7	0.05	0.35	2.2785962	234.0	124.5	4.125	9.416667	0.0	10.573817	5.4166665	134.83938097953796
138	3.4508374	1.0950205	4.5517097	0.0	114.583336	0.4611111	0.8	0.1	0.59375	0.8	0.25	0.35	2.060921	196.0	105.541664	4.5	9.041667	0.0	8.438039	5.7916665	140.8395528793335
139	3.1836503	1.3893971	4.53812	0.2	133.70833	0.47244897	0.8	0.15	0.53333336	0.8	0.3	0.3	2.5075662	229.0	125.125	4.0833335	8.583333	0.0	11.116944	5.0	140.78666591644287
140	3.0440533	1.3477981	4.4183817	0.0	129.125	0.4104167	0.65000004	0.05	0.50625	0.65000004	0.2	0.35	2.3993688	253.0	120.416664	4.0	8.708333	0.0	10.8059225	4.8333335	141.03225898742676
141	3.2866762	1.1074668	4.7535353	0.65000004	136.70833	0.48564357	0.8	0.15	0.59000003	0.8	0.3	0.45000002	1.661404	198.0	126.083336	4.2083335	10.625	0.0	12.987727	5.0833335	140.68045449256897
142	3.4469206	1.3715471	4.716191	0.0	111.875	0.49174762	0.90000004	0.1	0.6	0.90000004	0.25	0.45000002	1.9729649	202.0	103.666664	4.2916665	8.208333	0.0	11.848079	5.0833335	141.0160882472992
143	3.4489663	1.0799577	4.822168	1.1076924	131.75	0.46238095	0.8	0.1	0.55	0.8	0.3	0.35	2.2477245	214.0	122.625	4.375	9.125	0.0	10.196641	5.625	137.50174808502197
144	3.180905	1.2453202	4.5263495	0.2	143.33333	0.429	0.75	0.1	0.56428576	0.75	0.3	0.3	2.4636002	202.0	133.625	4.1666665	9.708333	0.0	11.19971	5.375	135.8458514213562
145	3.2740421	1.2100358	4.8377776	0.6857143	137.41667	0.446	0.8	0.05	0.54	0.8	0.25	0.35	2.1772828	189.0	129.125	4.1666665	8.291667	0.0	13.157832	4.9583335	133.38060307502747
146	3.4690654	1.1571926	4.547171	0.45333335	137.79167	0.45047617	0.75	0.1	0.51	0.75	0.2	0.5	1.8183477	151.0	126.958336	4.375	10.833333	0.0	11.846764	5.4583335	137.2481734752655
147	3.4117777	1.3955184	5.0555844	0.2	142.29167	0.569802	0.95	0.15	0.5666666	0.95	0.15	0.35	1.6995398	221.0	132.20833	4.2083335	10.083333	0.0	11.1150055	5.3333335	135.58727073669434
148	3.0134518	1.2607934	4.361585	0.2	140.16667	0.3927835	0.7	0.1	0.4857143	0.7	0.3	0.4	2.2555726	212.0	132.125	4.0416665	8.041667	0.0	10.373775	4.8333335	129.97546553611755
149	3.1115959	1.0707186	4.333362	0.2	148.54167	0.42178217	0.8	0.1	0.4777778	0.8	0.1	0.4	2.0659773	179.0	138.75	4.2083335	9.791667	0.0	10.808501	5.2916665	139.02327370643616
150	3.156956	1.4005156	4.4	0.0	142.33333	0.47552085	0.75	0.2	0.57500005	0.75	0.25	0.3	2.2017481	204.0	133.125	4.0	9.208333	0.0	11.915021	5.125	133.13103938102722
151	3.5453355	1.0376904	4.3511114	0.0	123.208336	0.49158877	0.85	0.1	0.65	0.85	0.35	0.2	2.4597564	198.0	114.25	4.4583335	8.958333	0.0	10.999736	5.2083335	140.30702114105225
152	3.2456343	1.3418491	4.8968496	0.6181818	126.708336	0.5035714	0.8	0.15	0.53333336	0.8	0.15	0.45000002	2.0942633	211.0	118.875	4.0833335	7.8333335	0.0	11.714233	5.125	135.49534940719604
153	3.6490202	1.1480126	4.744589	0.0	119.5	0.4819444	0.85	0.05	0.59999996	0.85	0.35	0.35	2.0842345	203.0	109.458336	4.5	10.041667	0.0	11.937091	5.5833335	141.41306376457214
154	3.1056433	1.4739789	4.912028	0.0	125.291664	0.4885417	0.90000004	0.1	0.59375	0.90000004	0.3	0.25	2.3608854	205.0	116.875	4.0	8.416667	0.0	8.47604	5.2083335	133.01734113693237
155	3.1289227	1.3924679	4.4464984	0.0	129.83333	0.46391752	0.8	0.15	0.61428577	0.8	0.4	0.45000002	1.7888883	216.0	121.5	4.0416665	8.333333	0.0	10.699672	5.2083335	134.59320497512817
156	3.1316502	1.1211492	4.5749493	0.9142856	159.66667	0.50252527	0.90000004	0.15	0.63571435	0.90000004	0.25	0.5	1.7398278	198.0	150.66667	4.125	9.0	0.0	15.524239	5.0	136.1163158416748
157	3.35027	1.0724603	4.7761903	0.93333334	129.91667	0.50240386	0.8	0.15	0.65833336	0.8	0.55	0.6	1.6686634	216.0	119.833336	4.3333335	10.083333	0.0	10.43633	5.6666665	135.8657054901123
158	3.2953122	1.2176875	4.6126986	0.5777778	139.20833	0.5019802	0.90000004	0.05	0.6277778	0.90000004	0.25	0.45000002	1.8536818	227.0	130.20833	4.2083335	9.0	0.0	15.208102	5.4583335	139.09499073028564
159	3.7752798	1.0110056	4.4951434	0.2	115.458336	0.48616073	0.8	0.1	0.59000003	0.8	0.4	0.5	1.6627989	193.0	105.583336	4.6666665	9.875	0.0	9.866265	5.8333335	145.56721949577332
160	3.355788	1.2108221	4.4635043	0.0	123.958336	0.49059406	0.85	0.15	0.65000004	0.85	0.45000002	0.35	2.1688905	160.0	114.333336	4.2083335	9.625	0.0	9.59172	5.4583335	137.71177506446838
161	3.4403477	1.2930018	5.0117464	0.2	131.95833	0.49326923	0.90000004	0.1	0.5045455	0.90000004	0.15	0.35	2.5092583	217.0	123.125	4.3333335	8.833333	0.0	12.509931	5.3333335	139.74138116836548
162	3.2483265	1.0649309	4.44	0.69090915	147.58333	0.48774505	0.85	0.05	0.6	0.85	0.4	0.2	2.4979813	192.0	138.91667	4.25	8.666667	0.0	15.2555895	5.0833335	140.0796823501587
163	3.346796	1.249856	4.5049353	0.2	113.875	0.46019414	0.8	0.15	0.53333336	0.8	0.25	0.35	2.1438923	212.0	104.625	4.2916665	9.25	0.0	8.625337	5.3333335	136.91347002983093
164	3.3970325	1.4676683	4.7967033	0.2	148.70833	0.5318182	0.85	0.2	0.65000004	0.85	0.3	0.3	2.3088005	217.0	139.04167	4.125	9.666667	0.0	11.261143	5.4583335	136.74260067939758
165	3.5960321	0.91555595	4.524493	1.5777779	131.375	0.46909097	0.8	0.05	0.59090906	0.8	0.35	0.45000002	1.8908001	241.0	121.041664	4.5833335	10.333333	0.0	10.534232	5.5833335	141.22764325141907
166	3.447293	1.3384641	4.66	0.0	124.791664	0.49174756	0.85	0.1	0.58000004	0.85	0.1	0.45000002	1.7708288	203.0	114.541664	4.2916665	10.25	0.0	9.133609	5.5	137.93700194358826
167	3.0647202	1.3727789	4.654945	0.0	135.625	0.45721647	0.8	0.1	0.575	0.8	0.25	0.45000002	1.7738082	154.0	127.75	4.0416665	7.875	0.0	12.950667	5.125	133.46436524391174
168	3.7520485	0.8423752	4.6	1.0	125.583336	0.49241072	0.85	0.15	0.6642857	0.85	0.5	0.4	1.8014517	214.0	114.875	4.6666665	10.708333	0.0	8.727554	6.1666665	145.05778884887695
169	3.2932968	1.0966436	4.3636365	0.76363635	140.20833	0.5262136	0.8	0.2	0.65833336	0.8	0.5	0.25	2.4917257	175.0	131.25	4.2916665	8.958333	0.0	11.695437	5.0833335	137.087965965271
170	3.2383041	1.3017771	4.5634923	0.4888889	122.083336	0.4935643	0.90000004	0.1	0.59090906	0.90000004	0.3	0.2	2.3072104	195.0	113.291664	4.2083335	8.791667	0.0	9.103583	5.375	133.59969782829285
171	3.5614936	1.1206361	4.595804	0.2	134.875	0.4801887	0.85	0.1	0.63888884	0.85	0.3	0.45000002	2.1717734	167.0	124.875	4.4166665	10.0	0.0	17.637526	5.5416665	136.1759262084961
172	3.3321466	1.1870124	4.561905	0.0	132.625	0.42912623	0.8	0.1	0.53125	0.8	0.1	0.3	2.1496215	207.0	123.666664	4.2916665	8.958333	0.0	9.213321	5.0833335	134.65042185783386
173	3.0445423	1.4299941	4.429365	0.0	134.375	0.46578947	0.90000004	0.1	0.675	0.90000004	0.4	0.35	2.1747222	198.0	126.958336	3.9583333	7.4166665	0.0	10.968005	4.6666665	133.9076371192932
174	3.4767363	1.2800204	4.620979	0.0	124.416664	0.49563107	0.8	0.1	0.6111111	0.8	0.15	0.2	2.2444663	184.0	114.583336	4.2916665	9.833333	0.0	10.732769	5.2083335	139.9445447921753
175	3.128793	1.2032783	4.4615383	0.2	147.66667	0.44141415	0.90000004	0.05	0.51666665	0.90000004	0.1	0.15	2.9203095	162.0	137.33333	4.125	10.333333	0.0	15.431442	5.2916665	136.07205629348755
176	3.5459769	1.0108213	4.62467	0.97777784	125.041664	0.49259263	0.90000004	0.1	0.5375	0.90000004	0.15	0.35	2.23929	217.0	114.916664	4.5	10.125	0.0	10.282535	5.4583335	138.5694661140442
177	3.6548927	1.1275475	4.9944444	0.5846154	120.958336	0.53504676	0.90000004	0.2	0.6545455	0.90000004	0.25	0.45000002	1.9602385	144.0	111.666664	4.4583335	9.291667	0.0	8.995774	5.0833335	131.26620197296143
178	3.9249916	0.8339906	4.666667	0.7733334	118.875	0.5380531	0.90000004	0.2	0.62272733	0.90000004	0.25	0.45000002	1.8465592	178.0	108.25	4.7083335	10.625	0.0	9.896587	6.0	161.48104119300842
179	3.704546	1.0978769	5.125641	0.2	138.16667	0.52110094	0.85	0.15	0.6	0.85	0.3	0.3	2.0173523	206.0	128.83333	4.5416665	9.333333	0.0	13.818929	5.3333335	137.23978304862976
180	3.166909	1.333255	4.581299	0.0	125.125	0.4418367	0.75	0.1	0.56666666	0.75	0.4	0.5	1.839744	145.0	116.5	4.0833335	8.625	0.0	9.793721	4.875	129.76958680152893
181	3.5447178	1.2771966	4.577778	0.5846154	123.375	0.5295238	0.90000004	0.2	0.57500005	0.90000004	0.25	0.35	2.3785264	168.0	114.041664	4.375	9.333333	0.0	11.430846	5.5416665	132.1701958179474
182	3.44602	1.3490399	4.6060605	0.0	114.583336	0.5264706	0.90000004	0.1	0.665	0.90000004	0.4	0.45000002	1.9387224	199.0	105.916664	4.25	8.666667	0.0	9.519866	5.2083335	134.69235754013062
183	3.701121	1.2068982	4.6810255	0.2	130.625	0.47522938	0.8	0.1	0.58000004	0.8	0.15	0.4	1.8297117	138.0	120.458336	4.5416665	10.166667	0.0	10.432308	5.75	135.6558609008789
184	3.4942424	1.2440684	4.551515	0.0	126.125	0.5048544	0.8	0.1	0.65	0.8	0.4	0.5	2.1287255	200.0	117.5	4.2916665	8.625	0.0	11.5911255	5.2916665	127.97781920433044
185	3.2649791	1.2398187	4.6533337	0.0	149.33333	0.51836735	0.90000004	0.15	0.6125	0.90000004	0.25	0.5	2.0209894	172.0	140.125	4.0833335	9.208333	0.0	10.667348	5.125	137.81261825561523
186	3.490784	1.0739137	4.5112667	0.6	134.29167	0.5266355	0.90000004	0.15	0.75	0.90000004	0.55	0.35	2.2930312	147.0	125.416664	4.4583335	8.875	0.0	12.765859	5.5416665	129.3675389289856
187	3.633356	0.84147185	4.608788	0.8888889	121.541664	0.4941442	0.90000004	0.15	0.6625	0.90000004	0.4	0.25	2.084633	217.0	110.291664	4.625	11.25	0.0	8.326282	6.0416665	139.59771060943604
188	3.7229404	1.0556899	4.809524	0.53333336	126.208336	0.47018346	0.85	0.05	0.64500004	0.85	0.45000002	0.45000002	1.968787	210.0	115.25	4.5416665	10.958333	0.0	8.036659	5.75	137.1008484363556
189	3.1706066	1.336158	4.530317	0.2	126.25	0.48899996	0.8	0.15	0.62222224	0.8	0.45000002	0.25	2.3656611	237.0	118.208336	4.1666665	8.041667	0.0	15.015344	5.0833335	133.3900761604309
190	3.3906052	1.0937254	4.640635	0.0	136.70833	0.49855772	0.85	0.1	0.54999995	0.85	0.15	0.2	2.1224651	219.0	126.708336	4.3333335	10.0	0.0	9.775784	5.4166665	141.2729892730713
191	3.4147167	1.1093105	5.0157576	0.7294118	144.33333	0.5926471	0.95	0.15	0.67999995	0.95	0.4	0.35	2.0136554	148.0	135.58333	4.25	8.75	0.0	15.6498995	5.0416665	128.18403339385986
192	3.0736866	1.2828948	4.577754	0.50666666	153.58333	0.49787232	0.90000004	0.15	0.6611111	0.90000004	0.35	0.6	1.534668	207.0	144.91667	3.9166667	8.666667	0.0	13.987385	4.8333335	128.04501152038574
193	3.085469	1.3474823	4.5535045	0.44705883	143.29167	0.4384211	0.75	0.1	0.52500004	0.75	0.25	0.55	1.8413305	191.0	134.0	3.9583333	9.291667	0.0	7.74757	4.8333335	128.2722282409668
194	3.6608286	1.1823814	4.977014	1.1428571	125.458336	0.5742991	1.0	0.15	0.74	1.0	0.4	0.35	1.8811502	173.0	115.541664	4.4583335	9.916667	0.0	8.318797	5.7083335	135.70568466186523
195	3.779855	0.81873643	4.6199136	1.8142856	111.791664	0.5263393	0.90000004	0.1	0.6	0.90000004	0.2	0.4	2.1032107	193.0	101.458336	4.6666665	10.333333	0.0	9.79224	5.9166665	141.7818205356598
196	3.3219373	1.3284193	4.90101	0.0	114.833336	0.51000005	0.85	0.15	0.60625	0.85	0.3	0.4	1.8899603	172.0	106.916664	4.1666665	7.9166665	0.0	9.339257	4.6666665	131.22603702545166
197	3.6086628	0.925298	4.577778	1.5555556	123.083336	0.48287034	0.8	0.15	0.5375	0.8	0.2	0.35	1.824332	192.0	113.833336	4.5	9.25	0.0	10.9086	5.7916665	137.79696679115295
198	3.841719	0.77756155	4.8972583	1.712088	130.375	0.5371681	0.85	0.1	0.65555555	0.85	0.35	0.25	2.4260278	177.0	120.083336	4.7083335	10.291667	0.0	11.061465	5.5833335	143.83485579490662
199	3.7041118	1.3524268	4.9533334	0.0	106.416664	0.60761905	0.90000004	0.15	0.7166667	0.90000004	0.35	0.5	1.7975197	141.0	97.5	4.375	8.916667	0.0	7.790375	5.3333335	131.64686727523804
200	3.3117228	1.248714	4.7	0.62222224	138.25	0.48850003	0.8	0.1	0.53888893	0.8	0.25	0.35	2.3977437	172.0	128.625	4.1666665	9.625	0.0	9.6811	5.5	134.8939287662506
201	3.331227	1.3532587	4.6547294	0.0	123.041664	0.48480392	0.75	0.15	0.56111115	0.75	0.3	0.15	2.8281035	130.0	113.958336	4.25	9.083333	0.0	10.49714	5.1666665	130.06728506088257
202	3.5160038	1.1767491	4.7490196	0.0	133.58333	0.45904762	0.95	0.15	0.65625	0.95	0.15	0.3	2.019178	199.0	123.291664	4.375	10.291667	0.0	11.528684	5.75	128.78747606277466
203	3.3812811	1.2620243	4.406349	0.2	116.875	0.43495145	0.8	0.05	0.5318182	0.8	0.3	0.35	1.9601911	191.0	107.0	4.2916665	9.875	0.0	14.284321	5.2916665	131.57828330993652
204	3.5787933	1.0320107	4.5572653	0.8666667	127.958336	0.49629635	0.85	0.2	0.61	0.85	0.25	0.3	2.0570354	207.0	119.208336	4.5	8.75	0.0	13.138064	5.1666665	131.38795471191406
205	3.3616664	1.4213747	4.873077	0.0	128.20833	0.5504902	0.95	0.15	0.68888885	0.95	0.15	0.35	2.163493	187.0	118.458336	4.25	9.75	0.0	8.335992	5.4583335	134.5429825782776
206	3.2342422	1.086977	4.4685717	0.54545456	144.54167	0.44514567	0.75	0.15	0.52500004	0.75	0.35	0.35	1.9518585	168.0	134.5	4.2916665	10.041667	0.0	11.633064	5.4583335	130.40202474594116
207	3.742284	0.7688586	4.4984016	0.9846154	125.875	0.4654867	0.8	0.15	0.50000006	0.8	0.25	0.3	1.9560127	199.0	115.875	4.7083335	10.0	0.0	10.7717285	5.8333335	137.27076649665833
208	3.5051787	0.9257148	4.628788	1.6666666	128.08333	0.4224771	0.85	0.0	0.55714285	0.85	0.15	0.35	1.8047374	224.0	118.708336	4.5416665	9.375	0.0	10.816865	5.6666665	137.20115113258362
209	3.1980956	1.2263322	4.385294	0.6	160.125	0.43910894	0.85	0.1	0.6	0.85	0.35	0.35	2.0530376	181.0	149.91667	4.2083335	10.208333	0.0	11.613759	5.2916665	134.77917504310608
210	3.292307	1.3297611	4.500769	0.2	149.125	0.45450002	0.8	0.1	0.62857145	0.8	0.4	0.2	2.3470597	214.0	140.54167	4.1666665	8.583333	0.0	12.807443	4.9583335	134.09517359733582
211	3.6479568	1.1380042	4.680808	0.8888889	119.708336	0.5217593	0.85	0.15	0.6227273	0.85	0.4	0.4	2.1484942	215.0	108.958336	4.5	10.75	0.0	9.866541	5.2916665	133.77630829811096
212	3.4467385	1.2481424	4.490909	0.2	115.333336	0.46981135	0.75	0.1	0.57	0.75	0.3	0.55	1.6984619	151.0	107.041664	4.4166665	8.291667	0.0	11.814476	5.3333335	132.28300952911377
213	3.1788921	1.4556382	4.4041023	0.0	137.91667	0.48418367	0.8	0.15	0.625	0.8	0.4	0.6	1.5499613	174.0	127.291664	4.0833335	10.625	0.0	8.907063	5.625	127.54744029045105
214	3.3894508	1.4022206	4.62	0.0	126.458336	0.5553922	0.85	0.2	0.65625	0.85	0.45000002	0.5	1.521485	223.0	117.375	4.25	9.083333	0.0	12.918317	5.2916665	130.27742552757263
215	3.4337075	1.3837779	4.7619047	0.0	129.5	0.50784314	0.85	0.1	0.625	0.85	0.4	0.45000002	1.8753942	199.0	119.541664	4.25	9.958333	0.0	12.737905	5.5416665	130.23264861106873
216	3.4001396	1.121492	4.9933333	0.6105263	152.83333	0.509406	0.8	0.15	0.56363636	0.8	0.2	0.4	1.8710229	146.0	143.45833	4.2083335	9.375	0.0	12.59668	5.375	131.28897166252136
217	3.489518	1.3448005	4.5492063	0.0	114.5	0.56407773	0.90000004	0.2	0.665	0.90000004	0.35	0.8	1.1349819	187.0	105.541664	4.2916665	8.958333	0.0	7.828234	5.0833335	130.44362092018127
218	3.259473	1.4072855	4.711844	0.0	145.875	0.46581635	0.8	0.15	0.55	0.8	0.3	0.45000002	1.7699648	179.0	136.95833	4.0833335	8.916667	0.0	13.904765	5.4166665	130.18085074424744
219	3.6019504	1.2078427	4.7619557	0.2	118.541664	0.4810185	0.75	0.1	0.6125001	0.75	0.3	0.55	1.471427	143.0	108.333336	4.5	10.208333	0.0	10.202653	6.0416665	134.8754062652588
220	3.3905532	1.2988297	4.684163	0.54545456	135.16667	0.47892156	0.8	0.1	0.64	0.8	0.4	0.5	1.6866567	160.0	125.625	4.25	9.541667	0.0	14.998245	5.5833335	130.5130898952484
221	3.41016	1.154107	4.56	0.93333334	135.45833	0.4907767	0.85	0.1	0.625	0.85	0.3	0.45000002	1.6042602	190.0	125.541664	4.2916665	9.916667	0.0	9.8649645	5.75	135.7156846523285
222	3.493617	1.1917167	4.747319	0.48421052	127.833336	0.5174758	0.85	0.15	0.5888889	0.85	0.15	0.5	1.6503671	182.0	118.916664	4.2916665	8.916667	0.0	10.632243	5.1666665	133.9340045452118
223	3.3569336	1.1643207	4.449524	0.0	137.83333	0.4441748	0.8	0.15	0.6	0.8	0.4	0.4	1.6910875	168.0	128.70833	4.2916665	9.125	0.0	11.776584	5.1666665	134.27357006072998
224	3.8574708	0.8435771	4.8304763	0.9142857	114.0	0.52767855	0.90000004	0.1	0.6333334	0.90000004	0.35	0.25	2.0430577	239.0	102.916664	4.6666665	11.083333	0.0	9.037335	5.9583335	135.7494194507599
225	3.6321537	1.0327948	4.4542856	0.0	112.666664	0.49082568	0.8	0.05	0.6	0.8	0.3	0.5	1.8643007	219.0	103.625	4.5416665	9.041667	0.0	8.913789	5.5	133.9179675579071
226	3.7320545	0.7335568	4.64	1.9961538	119.791664	0.46946904	0.8	0.15	0.6055556	0.8	0.35	0.25	2.20227	175.0	110.0	4.7083335	9.791667	0.0	9.928917	5.9583335	133.55425000190735
227	3.7412813	0.9103589	4.6667533	1.0352942	111.916664	0.55044645	0.90000004	0.1	0.6714286	0.90000004	0.45000002	0.55	1.299242	186.0	101.083336	4.6666665	10.833333	0.0	7.565252	6.0416665	138.4226279258728
228	3.0776818	1.4694457	4.377778	0.0	125.916664	0.50842106	0.85	0.1	0.60714287	0.85	0.2	0.6	1.4449413	199.0	118.25	3.9583333	7.6666665	0.0	7.9872723	4.7083335	127.5886082649231
229	3.4459913	1.4922467	4.8207793	0.0	134.375	0.5762377	0.90000004	0.1	0.62857145	0.90000004	0.15	0.45000002	1.6688982	191.0	126.25	4.2083335	8.125	0.0	10.019822	4.9583335	132.52348947525024
230	3.2327569	1.2243243	4.5636363	0.62222224	141.08333	0.48585856	0.8	0.15	0.6	0.8	0.35	0.35	1.4781408	203.0	131.41667	4.125	9.666667	0.0	13.758728	5.3333335	131.28129076957703
231	3.4202595	1.435329	4.6860604	0.0	140.375	0.49950492	0.8	0.15	0.5833333	0.8	0.25	0.5	1.9965255	158.0	130.91667	4.2083335	9.458333	0.0	10.063403	5.3333335	132.13562035560608
232	3.1846542	1.3913918	4.855983	0.0	139.5	0.4902062	0.85	0.05	0.595	0.85	0.2	0.3	2.482407	205.0	130.625	4.0416665	8.875	0.0	11.570876	4.9166665	129.06080031394958
233	3.1701725	1.1312077	4.4464645	0.56	147.0	0.4455	0.75	0.05	0.5277778	0.75	0.25	0.45000002	1.9093052	177.0	139.375	4.1666665	7.625	0.0	12.227124	5.25	133.0054862499237
234	3.2767773	1.396728	4.833766	0.0	124.583336	0.5215	0.85	0.0	0.595	0.85	0.25	0.45000002	1.7942617	209.0	115.291664	4.1666665	9.291667	0.0	11.993668	5.25	129.11569142341614
235	3.3695462	1.0906004	4.546809	0.5777778	133.45833	0.5158654	0.85	0.0	0.60833335	0.85	0.25	0.4	1.9742769	156.0	124.666664	4.3333335	8.791667	0.0	14.428981	5.375	130.0514895915985
236	3.751156	0.90929115	4.8629603	1.0400001	123.333336	0.5427928	0.8	0.15	0.6333333	0.8	0.3	0.6	1.348366	223.0	113.166664	4.625	10.166667	0.0	10.144485	5.8333335	130.00535678863525
237	3.0381193	1.506449	4.664935	0.0	131.0	0.49838713	0.8	0.1	0.6388889	0.8	0.5	0.5	1.4800445	243.0	122.0	3.875	9.0	0.0	12.24453	4.9166665	121.27760171890259
238	3.512704	1.0237097	4.7145786	0.8727273	114.708336	0.4911215	0.95	0.1	0.625	0.95	0.35	0.4	1.8874794	169.0	105.625	4.4583335	9.083333	0.0	6.9116693	5.5833335	130.46694374084473
239	3.620203	1.2092447	4.5863156	0.2	120.0	0.53224295	0.85	0.2	0.54285717	0.85	0.2	0.55	1.5702451	217.0	111.0	4.4583335	9.0	0.0	10.503389	5.5416665	135.64698696136475
240	3.61701	0.938548	4.6258044	0.63529414	133.625	0.51146793	0.90000004	0.15	0.6166667	0.90000004	0.15	0.6	1.403271	150.0	124.208336	4.5416665	9.416667	0.0	12.3693695	5.3333335	142.92135763168335
241	3.1506774	1.3544168	4.820806	0.0	157.0	0.44536084	0.85	0.15	0.53846157	0.85	0.25	0.5	1.6889064	138.0	148.0	4.0416665	9.0	0.0	10.693048	5.4166665	131.40914916992188
242	3.5511942	1.1846995	4.554632	0.0	139.95833	0.5285714	0.90000004	0.05	0.70000005	0.90000004	0.5	0.3	2.2704234	132.0	131.66667	4.375	8.291667	0.0	11.241326	5.4583335	134.0533046722412
243	3.3292172	1.3721775	4.7719483	0.8235294	121.875	0.56326526	0.85	0.1	0.61875	0.85	0.1	0.5	1.6180875	144.0	112.708336	4.0833335	9.166667	0.0	12.027359	5.2916665	122.9206211566925
244	3.162124	1.3010855	4.5845885	0.0	146.0	0.5268041	0.85	0.15	0.6625	0.85	0.35	0.5	1.5274167	212.0	136.41667	4.0416665	9.583333	0.0	12.220085	5.0833335	124.23532032966614
245	3.7535026	0.804234	4.6025176	1.7764705	123.791664	0.51711714	0.85	0.15	0.6222222	0.85	0.45000002	0.45000002	1.5743657	164.0	112.5	4.625	11.291667	0.0	8.791938	5.7083335	132.752699136734
246	3.277846	1.1413289	4.6503463	0.8666667	145.125	0.54747474	0.8	0.15	0.57500005	0.8	0.25	0.5	1.7321007	188.0	134.83333	4.125	10.291667	0.0	13.903325	5.6666665	122.88941073417664
247	3.5560567	0.9368387	4.544872	1.7555555	132.25	0.5392523	0.95	0.2	0.59583336	0.95	0.2	0.5	1.6718187	188.0	123.125	4.4583335	9.125	0.0	12.215916	5.5	133.11411833763123
