Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	Loss	ClipFrac	Entropy	KL	Acc	MaxAcc	MinAcc	MaxTrialAcc	TestFinetuneAcc	TestFinetuneLoss	TestFinetuneParam	NumAlphaAdj	NumEstimations	NumEdgeTrav	NumIllegalEdgeTrav	NumAlphaAdjBeforeTrav	UniqueEdges	Time
74	3.4486668	0.7800772	4.66	1.8724458	162.91667	0.0127660455	0.18893802	2.0787458	0.06593968	0.3574074	0.7	0.05	0.5363636	0.35	2.141526	134.0	154.5	4.5	8.416667	0.0	18.003565	4.7083335	180.9791407585144
75	2.771305	0.943846	4.3009152	1.0	178.04167	0.020386798	0.13950178	2.0573053	0.025444252	0.32127658	0.55	0.0	0.345	0.3	2.2046638	158.0	171.625	3.9166667	6.4166665	0.0	25.714437	4.125	169.53900623321533
76	3.0537872	1.101615	4.460481	0.2	183.875	0.008508744	0.14932822	2.101433	0.02005169	0.3818182	0.7	0.1	0.5	0.5	1.843618	120.0	177.16667	4.125	6.7083335	0.0	29.353836	4.2083335	172.09990334510803
77	3.0586288	1.0237398	4.4996905	0.9230769	172.25	-0.007170974	0.16644488	2.093081	0.020696891	0.33131313	0.65000004	0.05	0.42499998	0.3	1.9944174	162.0	166.54167	4.125	5.7083335	0.0	28.221083	4.2916665	173.0024631023407
78	2.8311017	1.195604	4.341978	0.44705883	169.91667	0.014097695	0.15800996	2.0679097	0.020259611	0.39255318	0.7	0.05	0.4409091	0.45000002	2.0976248	110.0	163.25	3.9166667	6.6666665	0.0	23.78212	4.25	167.88112688064575
79	3.4227045	1.0993516	4.320635	0.44210526	131.41667	-0.012077431	0.20705988	2.045091	0.031593073	0.3425925	0.75	0.05	0.47916666	0.35	2.182571	112.0	123.083336	4.5	8.333333	0.0	13.700162	5.0833335	174.50064945220947
80	3.4253166	0.70854944	4.430676	2.0825298	163.16667	0.0050382256	0.1837297	1.9933456	0.018473873	0.30366975	0.65000004	0.05	0.38333333	0.3	2.2014127	164.0	153.5	4.5416665	9.666667	0.0	15.905728	4.7916665	180.28514862060547
81	3.84851	0.60242784	4.663308	2.7785714	148.29167	-0.0067086336	0.21190333	2.0323818	0.035951573	0.4144737	0.7	0.05	0.5214286	0.4	2.1050994	140.0	139.95833	4.75	8.333333	0.0	16.529432	5.25	180.62172675132751
82	3.3339844	0.9267855	4.667451	1.5714285	167.58333	0.012080912	0.17355269	1.9153866	0.021497225	0.39339623	0.7	0.1	0.49166667	0.55	1.8161294	103.0	159.125	4.4166665	8.458333	0.0	18.78238	4.6666665	178.7574565410614
83	3.0284452	0.80492574	4.3240094	0.9411765	180.5	0.019987635	0.13629664	1.8756828	0.019991457	0.34504953	0.6	0.05	0.42500004	0.3	2.0367405	135.0	172.58333	4.2083335	7.9166665	0.0	23.309708	4.6666665	178.59239506721497
84	3.3165681	0.91177034	4.4415035	1.4615384	147.04167	0.029558485	0.17908297	1.698377	0.044479173	0.33679247	0.75	0.05	0.5181818	0.45000002	2.168652	134.0	134.29167	4.4166665	12.75	0.0	10.749743	5.0416665	178.3179259300232
